,accessibilité,adresse,alt,architecte,artiste,bouches,code,construction,corresp 1,corresp 2,corresp 3,corresp 4,corresp 5,exploitant,fermeture,géolocalisation,image,latitude,ligne,ligne  1,ligne 1,ligne 2,ligne 3,ligne 4,ligne 5,longitude,longueur,légende,mise en service,nom,nom inaugural,pays,position,propriétaire,quais,quartier,station précédente 1,station précédente 2,station précédente 3,station précédente 4,station précédente 5,station suivante 1,station suivante 2,station suivante 3,station suivante 4,station suivante 5,subdivision,taille image,titre corresp 1,titre corresp 2,titre corresp 3,titre corresp 4,titre corresp 5,titre quartier,titre subdivision,transit,url,ville,voies,zone
Notre-Dame-de-Lorette (métro de Paris),,,,,,,31-09,,['Bus RATP/correspondances nombreuses avec intitulé|26|32|40|43|74|85'],,,,,RATP,,Paris/9e arrondissement de Paris,Notre-Dame-de-Lorette 02.jpg,48.876084,['Métro de Paris/correspondance|12'],,['Métro de Paris/correspondance|12'],,,,,2.338586,,L'entrée de la station.,"['5 novembre dans les chemins de fer|5 novembre', '1910 dans les chemins de fer|1910']",Notre-Dame-de-Lorette,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Saint-Georges (métro de Paris)|Saint-Georges'],,,,,"[""Trinité - d'Estienne d'Orves (métro de Paris)|Trinité - d'Estienne d'Orves""]",,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3007196'],https://fr.wikipedia.org/w/index.php?title=Notre-Dame-de-Lorette_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Notre-Dame-des-Champs (métro de Paris),,,,,,,414.0,,['Bus RATP/correspondances nombreuses avec intitulé|58|68|82'],,,,,['Régie autonome des transports parisiens|RATP'],,Paris/6e arrondissement de Paris,Metro Paris - Ligne 12 - Station Notre-Dame-des-Champs - Quais.jpg,48.844567607039195,['Métro de Paris/correspondance|12'],,['Métro de Paris/correspondance|12'],,,,,2.3287877440452576,,"[""Mairie d'Issy (métro de Paris)|''Mairie d'Issy''""]","['5 novembre dans les chemins de fer|5 novembre', '1910 dans les chemins de fer|1910']",Notre-Dame-des-Champs,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Rennes (métro de Paris)|Rennes'],,,,,['Montparnasse - Bienvenüe (métro de Paris)|Montparnasse - Bienvenüe'],,,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:2077450'],https://fr.wikipedia.org/w/index.php?title=Notre-Dame-des-Champs_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Oberkampf (métro de Paris),,,,,,,810.0,,['Bus RATP/correspondances nombreuses avec intitulé|56|96'],['Noctilien/correspondances avec intitulé|N01|N02'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/11e arrondissement de Paris,Metro de Paris - Ligne 9 - Oberkampf 01.jpg,48.864545,['Métro de Paris/correspondances|5|9'],,['Métro de Paris/correspondance|5'],['Métro de Paris/correspondance|9'],,,,2.368877,,['Ligne 9 du métro de Paris|ligne 9'],"['Métro de Paris/correspondances|5', 'date|15|janvier|1907|dans les chemins de fer', 'Métro de Paris/correspondances|9', 'date|10|décembre|1933|dans les chemins de fer']",Oberkampf,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,['e'],['République (métro de Paris)|République'],['République (métro de Paris)|République'],,,,['Richard-Lenoir (métro de Paris)|Richard-Lenoir'],['Saint-Ambroise (métro de Paris)|Saint-Ambroise'],,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:4167444'],https://fr.wikipedia.org/w/index.php?title=Oberkampf_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,
Odéon (métro de Paris),,,,,,,104.0,,['Bus RATP/correspondances nombreuses avec intitulé|58|63|70|86|87|96'],['Noctilien/correspondances avec intitulé|N12|N13'],,,,RATP,,Paris/6e arrondissement de Paris,Metro de Paris - Ligne 10 - Odeon 01.jpg,48.852066,['Métro de Paris/correspondances|4|10'],,['Métro de Paris/correspondance|4'],['Métro de Paris/correspondance|10'],,,,2.338951,,Quais de la ligne 10 en direction de la gare d'Austerlitz.,"['9 janvier dans les chemins de fer|9 janvier', '1910 dans les chemins de fer|1910', 'Métro de Paris/correspondances|4', '14 février dans les chemins de fer|14 février', '1926 dans les chemins de fer|1926', 'Métro de Paris/correspondances|10']",Odéon,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,['e'],['Saint-Michel (métro de Paris)|Saint-Michel'],['Mabillon (métro de Paris)|Mabillon'],,,,['Saint-Germain-des-Prés (métro de Paris)|Saint-Germain-des-Prés'],['Cluny - La Sorbonne (métro de Paris)|Cluny - La Sorbonne'],,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:6156948'],https://fr.wikipedia.org/w/index.php?title=Od%C3%A9on_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,
Olympiades (métro de Paris),,,,,,,OLY<br />GA90 / 90OLY,,['Bus RATP/correspondances nombreuses avec intitulé|62|64|83'],,,,,RATP,,Paris/13e arrondissement de Paris,Metro Paris - Ligne 14 - station Olympiades 04.jpg,48.82702,['Métro de Paris/correspondance|14'],,['Métro de Paris/correspondance|14'],,,,,2.366403,,Quai de la station.,['Date|26|juin|2007|dans les chemins de fer'],Olympiades,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Bibliothèque François-Mitterrand (métro de Paris)|Bibliothèque François-Mitterrand'],,,,,'''Terminus''',,,,,,,Bus RATP,,,,,Arrondissement,,['formatnum:6886845'],https://fr.wikipedia.org/w/index.php?title=Olympiades_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Opéra (métro de Paris),,,,,,,605.0,,"['RER/correspondances avec intitulé|A', ""Gare d'Auber|Auber""]","['Bus RATP/correspondances avec intitulé|20|21|22|27|29', 'Bus RATP/correspondances|32|45|52|66|68|95', 'Bus RATP/correspondances|Roissybus|OpenTour']",['Noctilien/correspondances avec intitulé|N15|N16'],,,RATP,,Paris/9e arrondissement de Paris/2e arrondissement de Paris,"Opéra Metro station, Paris September 2013.jpg",48.87063594670895,['Métro de Paris/correspondances|3|7|8'],,['Métro de Paris/correspondance|3'],['Métro de Paris/correspondance|7'],['Métro de Paris/correspondance|8'],,,2.33235239982605,"['Métro de Paris/correspondance|3', 'Métro de Paris/correspondance|7', 'Unité|75|m', 'Métro de Paris/correspondance|8', 'Unité|105|m']",Quais de la ligne 3.,"['Métro de Paris/correspondance|3', 'Date|19|octobre|1904|dans les chemins de fer', 'Métro de Paris/correspondance|7', 'Date|5|novembre|1910|dans les chemins de fer', 'Métro de Paris/correspondance|8', 'Date|13|juillet|1913|dans les chemins de fer']",Opéra,,['France'],,['Régie autonome des transports parisiens|RATP'],6.0,"['e', 'e']",['Havre - Caumartin (métro de Paris)|Havre - Caumartin'],"[""Chaussée d'Antin - La Fayette (métro de Paris)|Chaussée d'Antin - La Fayette""]",['Madeleine (métro de Paris)|Madeleine'],,,['Quatre-Septembre (métro de Paris)|Quatre-Septembre'],['Pyramides (métro de Paris)|Pyramides'],['Richelieu - Drouot (métro de Paris)|Richelieu - Drouot'],,,,,RER,Bus RATP,Noctilien,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:12269711'],https://fr.wikipedia.org/w/index.php?title=Op%C3%A9ra_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],6.0,1.0
Ourcq (métro de Paris),,,,,,,22-02,,['Bus RATP/correspondances nombreuses avec intitulé|60|71'],['Noctilien/correspondances avec intitulé|N13|N41|N45'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/19e arrondissement de Paris,Metro de Paris - Ligne 5 - Ourcq 01.jpg,48.886855627406206,['Métro de Paris/correspondance|5'],,['Métro de Paris/correspondance|5'],,,,,2.3857471346855164,,Édicule d'accès.,['date|12|octobre|1942|dans les chemins de fer'],Ourcq,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Porte de Pantin (métro de Paris)|Porte de Pantin'],,,,,['Laumière (métro de Paris)|Laumière'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3792001'],https://fr.wikipedia.org/w/index.php?title=Ourcq_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Palais-Royal - Musée du Louvre (métro de Paris),,,,,,,1102.0,,"['Bus RATP/correspondances nombreuses avec intitulé|21|27|39|67|68', 'Bus RATP/correspondances|69|72|95|OpenTour']",['Noctilien/correspondances avec intitulé|N11|N24'],,,,RATP,,Paris/1er arrondissement de Paris,Metro palais royal guimard3.jpg,48.8628468213553,['Métro de Paris/correspondances|1|7'],,['Métro de Paris/correspondance|1'],['Métro de Paris/correspondance|7'],,,,2.33581661194832,,,"['Date|19|juillet|1900|dans les chemins de fer', 'Métro de Paris/correspondance|1', 'Date|1|juillet|1916|dans les chemins de fer', 'Métro de Paris/correspondance|7']",Palais-Royal - Musée du Louvre,Palais-Royal,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,['er'],['Tuileries (métro de Paris)|Tuileries'],['Pyramides (métro de Paris)|Pyramides'],,,,['Louvre - Rivoli (métro de Paris)|Louvre - Rivoli'],['Pont-Neuf (métro de Paris)|Pont-Neuf'],,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:9385220'],https://fr.wikipedia.org/w/index.php?title=Palais-Royal_-_Mus%C3%A9e_du_Louvre_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
Parmentier (métro de Paris),,,,,,,08-11,,['Bus RATP/correspondances avec intitulé|20|46|96'],['Noctilien/correspondances avec intitulé|N12|N23'],,,,RATP,,Paris/11e arrondissement de Paris,ParisMetro-Parmentier.jpg,48.865299,['Métro de Paris/correspondance|3'],,['Métro de Paris/correspondance|3'],,,,,2.374381,,Édicule Guimard de l'entrée de la station.,['Date|19|octobre|1904|dans les chemins de fer'],Parmentier,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['République (métro de Paris)|République'],,,,,['Rue Saint-Maur (métro de Paris)|Rue Saint-Maur'],,,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3305625'],https://fr.wikipedia.org/w/index.php?title=Parmentier_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Passy (métro de Paris),,,,,,,17-08,,['Bus RATP/correspondances nombreuses avec intitulé|32|72'],,,,,RATP,,Paris/16e arrondissement de Paris,Train arriving at Passy metro station in April 2019.jpg,48.857445,['Métro de Paris/correspondances|6'],,['Métro de Paris/correspondance|6'],,,,,2.285779,,['MP 73'],['date|24|avril|1906|dans les chemins de fer'],Passy,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Trocadéro (métro de Paris)|Trocadéro'],,,,,['Bir-Hakeim (métro de Paris)|Bir-Hakeim'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3908764'],https://fr.wikipedia.org/w/index.php?title=Passy_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Pasteur (métro de Paris),,,,,,,1602.0,,['Bus RATP/correspondances nombreuses avec intitulé|39|70|89|95'],['Noctilien/correspondances avec intitulé|N13|N62'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/15e arrondissement de Paris,Pasteur métro L6 entrée.jpg,48.84283594291325,['Métro de Paris/correspondances|6|12'],,['Métro de Paris/correspondance|6'],['Métro de Paris/correspondance|12'],,,,2.3126810789108276,,['Ligne 6 du métro de Paris|ligne 6'],"['24 avril dans les chemins de fer|24 avril', '1906 dans les chemins de fer|1906', '14 octobre dans les chemins de fer|14 octobre', '1907 dans les chemins de fer|1907', 'Métro de Paris/correspondances|5', '5 novembre dans les chemins de fer|5 novembre', '1910 dans les chemins de fer|1910', 'Métro de Paris/correspondances|12', '6 octobre dans les chemins de fer|6 octobre', '1942 dans les chemins de fer|1942', 'Métro de Paris/correspondances|5|6']",Pasteur,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,['e'],['Sèvres - Lecourbe (métro de Paris)|Sèvres - Lecourbe'],['Falguière (métro de Paris)|Falguière'],,,,['Montparnasse - Bienvenüe (métro de Paris)|Montparnasse - Bienvenüe'],['Volontaires (métro de Paris)|Volontaires'],,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:5110865'],https://fr.wikipedia.org/w/index.php?title=Pasteur_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
Pelleport (métro de Paris),,,,,,,24-09,,['Bus RATP/correspondances nombreuses avec intitulé|60|61|64'],,,,,RATP,,Paris/20e arrondissement de Paris,Entrée station Pelleport.JPG,48.86867052976458,['Métro de Paris/correspondances|3bis'],,['Métro de Paris/correspondance|3 bis'],,,,,2.4017518758773804,,['place Paul-Signac'],"['Date|27|novembre|1921|dans les chemins de fer', 'Métro de Paris/correspondance|3', 'Date|27|mars|1971|dans les chemins de fer', 'Métro de Paris/correspondance|3bis']",Pelleport,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Saint-Fargeau (métro de Paris)|Saint-Fargeau'],,,,,['Gambetta (métro de Paris)|Gambetta'],,,,,,,Bus RATP,,,,,Arrondissement,,['formatnum:386605'],https://fr.wikipedia.org/w/index.php?title=Pelleport_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Père Lachaise (métro de Paris),,,,,,,2404.0,,['Bus RATP/correspondances avec intitulé|61|69|71'],['Noctilien/correspondances avec intitulé|N16|N34'],,,,RATP,,Paris/20e arrondissement de Paris/11e arrondissement de Paris,"Entrance to Père Lachaise metro station, Paris.jpg",48.862921,['Métro de Paris/correspondances|2|3'],,['Métro de Paris/correspondance|2'],['Métro de Paris/correspondance|3'],,,,2.387388,,['édicule Guimard'],"['Date|25|février|1903|dans les chemins de fer', 'Métro de Paris/correspondance|2', 'Date|19|octobre|1904|dans les chemins de fer', 'Métro de Paris/correspondance|3']",Père Lachaise,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,"['e', 'e']",['Ménilmontant (métro de Paris)|Ménilmontant'],['Rue Saint-Maur (métro de Paris)|Rue Saint-Maur'],,,,['Philippe Auguste (métro de Paris)|Philippe Auguste'],['Gambetta (métro de Paris)|Gambetta'],,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:4682893'],https://fr.wikipedia.org/w/index.php?title=P%C3%A8re_Lachaise_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
Pereire (métro de Paris),,,,,,,3005.0,,"['RER/correspondances avec intitulé|C', 'Gare de Pereire - Levallois|Pereire - Levallois']",['Bus RATP/correspondances avec intitulé|84|92|93|341'],['Noctilien/correspondances avec intitulé|N16|N52|N152'],['Réseau de bus SNCF Transilien#Navette Pereire - Pont Cardinet|Navette Pereire - Pont Cardinet'],,RATP,,Paris/17e arrondissement de Paris,Metro de Paris - Ligne 3 - Pereire 01.jpg,48.884648,['Métro de Paris/correspondance|3'],,['Métro de Paris/correspondance|3'],,,,,2.299211,,Quais de la station.,['Date|23|mai|1910|dans les chemins de fer'],Pereire<br /><small>''Maréchal Juin''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Porte de Champerret (métro de Paris)|Porte de Champerret'],,,,,['Wagram (métro de Paris)|Wagram'],,,,,,,RER,Bus RATP,Noctilien,Autre bus,,['Arrondissements de Paris|Arrondissement'],,['formatnum:4787487'],https://fr.wikipedia.org/w/index.php?title=Pereire_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Pernety (métro de Paris),,,,,,,402.0,,['Bus RATP/correspondances avec intitulé|59'],['Noctilien/correspondances avec intitulé|N63'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/14e arrondissement de Paris,Point de rendez-vous.jpg,48.83421026935985,['Métro de Paris/correspondance|13'],,['Métro de Paris/correspondance|13'],,,,,2.318512201309204,,['Accès métro|1|rue Pernety'],['Date|21|janvier|1937|dans les chemins de fer'],Pernety,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Gaîté (métro de Paris)|Gaîté'],,,,,['Plaisance (métro de Paris)|Plaisance'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3348989'],https://fr.wikipedia.org/w/index.php?title=Pernety_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,
Philippe Auguste (métro de Paris),,,,,,,24-07,,['Bus RATP/correspondances avec intitulé|71'],,,,,RATP,,Ligne 2 du métro de Paris/Paris/20e arrondissement de Paris/11e arrondissement de Paris,Metro de Paris - Ligne 2 - Philippe Auguste 03.jpg,48.858021,['Métro de Paris/correspondance|2'],,['Métro de Paris/correspondance|2'],,,,,2.390938,,"[""Nation (métro de Paris)|''Nation''""]",['Date|31|janvier|1903|dans les chemins de fer'],Philippe Auguste,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,"['e', 'e']",['Père Lachaise (métro de Paris)|Père Lachaise'],,,,,['Alexandre Dumas (métro de Paris)|Alexandre Dumas'],,,,,,,Bus RATP,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1876528'],https://fr.wikipedia.org/w/index.php?title=Philippe_Auguste_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Picpus (métro de Paris),,,,,,,509.0,,['Bus RATP/correspondances nombreuses avec intitulé|29|56'],,,,,RATP,,Paris/12e arrondissement de Paris,Metro 6 Picpus quais.JPG,48.84515011056496,['métro de Paris/correspondance|6'],,['Métro de Paris/correspondance|6'],,,,,2.4004939198493958,,['Nation (métro de Paris)|Nation'],"['1er', '1909 dans les chemins de fer|1909']",Picpus<br /><small>''Courteline''</small>,Saint-Mandé,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['e'],['Bel-Air (métro de Paris)|Bel-Air'],,,,,['Nation (métro de Paris)|Nation'],,,,,,,"[""Autobus d'Île-de-France|Bus""]",,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:1405460'],https://fr.wikipedia.org/w/index.php?title=Picpus_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Pierre et Marie Curie (métro de Paris),,,,,,,26-04,,['Bus RATP/correspondances avec intitulé|125'],,,,,RATP,,Paris et la petite couronne,PMCurie2.jpg,48.815917727893705,['Métro de Paris/correspondance|7'],,['Métro de Paris/correspondance|7'],,,,,2.377893626689911,,Quais de la station.,['Date|1|mai|1946|dans les chemins de fer'],Pierre et Marie Curie,Pierre Curie,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,,"[""Porte d'Ivry (métro de Paris)|Porte d'Ivry""]",,,,,"[""Mairie d'Ivry (métro de Paris)|Mairie d'Ivry""]",,,,,,,Bus RATP,,,,,,,['formatnum:1404039'],https://fr.wikipedia.org/w/index.php?title=Pierre_et_Marie_Curie_(m%C3%A9tro_de_Paris)&action=raw,['Ivry-sur-Seine'],2.0,2.0
Pigalle (métro de Paris),,,,,,,3106.0,,['Bus RATP/correspondances avec intitulé|30|40|54'],['Noctilien/correspondances avec intitulé|N01|N02'],,,,RATP,,Paris/18e arrondissement de Paris/9e arrondissement de Paris,Paris Metro 12 Pigalle Eingang West.JPG,48.882255,['Métro de Paris/correspondances|2|12'],,['Métro de Paris/correspondance|2'],['Métro de Paris/correspondance|12'],,,,2.337573,,L'un des accès à la station.,"['Date|7|octobre|1902|dans les chemins de fer', 'Métro de Paris/correspondance|2', 'Date|8|avril|1911|dans les chemins de fer', 'Métro de Paris/correspondance|12']",Pigalle,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,"['e', 'e']",['Blanche (métro de Paris)|Blanche'],['Abbesses (métro de Paris)|Abbesses'],,,,['Anvers (métro de Paris)|Anvers'],['Saint-Georges (métro de Paris)|Saint-Georges'],,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:6201914'],https://fr.wikipedia.org/w/index.php?title=Pigalle_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
Place d'Italie (métro de Paris),,,,,,,14-14,,"['Bus RATP/correspondances avec intitulé|27|47|57|59', 'Bus RATP/correspondances|61|64|67|83']",['Noctilien/correspondances avec intitulé|N15|N22|N31|N144'],,,,RATP,,Paris/13e arrondissement de Paris,EGPItalie2.JPG,48.831483,['Métro de Paris/correspondances|5|6|7'],,['Métro de Paris/correspondance|5'],['Métro de Paris/correspondance|6'],['Métro de Paris/correspondance|7'],,,2.355692,,['Édicule Guimard|Entourage Guimard'],['date|24|avril|1906|dans les chemins de fer'],Place d'Italie,,['France'],,['Régie autonome des transports parisiens|RATP'],5.0,['e'],['Campo-Formio (métro de Paris)|Campo-Formio'],['Corvisart (métro de Paris)|Corvisart'],['Les Gobelins (métro de Paris)|Les Gobelins'],,,'''Terminus''',['Nationale (métro de Paris)|Nationale'],['Tolbiac (métro de Paris)|Tolbiac'],,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:11534907'],https://fr.wikipedia.org/w/index.php?title=Place_d%27Italie_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],6.0,1.0
Place de Clichy (métro de Paris),,,,,,,3113.0,,"['Bus RATP/correspondances avec intitulé|21|30|54|68', 'Bus RATP/correspondances|74|80|95']",['Noctilien/correspondances avec intitulé|N01|N02|N15|N51'],,,,RATP,,Paris/18e arrondissement de Paris/17e arrondissement de Paris/9e arrondissement de Paris/8e arrondissement de Paris,Metro de Paris - Ligne 2 - Place de Clichy 01.jpg,48.883809,['Métro de Paris/correspondances|2|13'],,['Métro de Paris/correspondance|2'],['Métro de Paris/correspondance|13'],,,,2.327625,,Quais de la ligne 2.,"['Date|26|octobre|1902|dans les chemins de fer', 'Métro de Paris/correspondance|2', 'Date|26|février|1911|dans les chemins de fer', 'Métro de Paris/correspondance|13']",Place de Clichy,,['France'],,['Régie autonome des transports parisiens|RATP'],4.0,"['e', 'e', 'e', 'e']",['Rome (métro de Paris)|Rome'],['La Fourche (métro de Paris)|La Fourche'],,,,['Blanche (métro de Paris)|Blanche'],['Liège (métro de Paris)|Liège'],,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:9356430'],https://fr.wikipedia.org/w/index.php?title=Place_de_Clichy_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,1.0
Place des Fêtes (métro de Paris),,,,,,,23-08,,['Bus RATP/correspondances nombreuses avec intitulé|48|60'],,,,,RATP,,Paris/19e arrondissement de Paris,Metro place des Fetes - Acces en surface - Aout 2012 (2).jpg,48.876840441353245,['Métro de Paris/correspondances|7bis|11'],,['Métro de Paris/correspondance|7 bis'],['Métro de Paris/correspondance|11'],,,,2.3929595947265625,,"Entrée de la station, de style Art déco.","['18 janvier dans les chemins de fer|18 janvier', '1911 dans les chemins de fer|1911', 'Métro de Paris/correspondances avec intitulé|7', '28 avril dans les chemins de fer|28 avril', '1935 dans les chemins de fer|1935', 'Métro de Paris/correspondances avec intitulé|11', '3 décembre dans les chemins de fer|3 décembre', '1967 dans les chemins de fer|1967', 'Métro de Paris/correspondances avec intitulé|7bis']",Place des Fêtes,,['France'],,['Régie autonome des transports parisiens|RATP'],3.0,['e'],['Botzaris (métro de Paris)|Botzaris'],['Jourdain (métro de Paris)|Jourdain'],,,,['Pré-Saint-Gervais (métro de Paris)|Pré-Saint-Gervais'],['Télégraphe (métro de Paris)|Télégraphe'],,,,,,Bus,,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3321050'],https://fr.wikipedia.org/w/index.php?title=Place_des_F%C3%AAtes_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],4.0,
Pré-Saint-Gervais (métro de Paris),,,,,,,23-11,,"[""Tramway d'Île-de-France/correspondances avec intitulé|3b""]","[""Bus RATP/correspondances avec intitulé|48|P'tit Bus""]",,,,['Régie autonome des transports parisiens|RATP'],,Paris/19e arrondissement de Paris,Metro de Paris - Ligne 7bis - Pre-Saint-Gervais 04.jpg,48.880250204137624,['Métro de Paris/correspondances|7bis'],,['Métro de Paris/correspondance|7bis'],,,,,2.398914098739624,,"['édicule Guimard', ""Val d'Osne""]","['date|18|janvier|1911|dans les chemins de fer', 'Métro de Paris/correspondances avec intitulé|7', '27 novembre dans les chemins de fer|27 novembre', '1921 dans les chemins de fer|1921', 'date|2|septembre|1939|dans les chemins de fer', 'date|3|décembre|1967|dans les chemins de fer', 'Métro de Paris/correspondances|7|7bis', 'date|15|décembre|2012', ""Tramway d'Île-de-France/correspondances avec intitulé|3b""]",Pré-Saint-Gervais,,['France'],,['Régie autonome des transports parisiens|RATP'],1.0,['e'],['Place des Fêtes (métro de Paris)|Place des Fêtes'],,,,,['Danube (métro de Paris)|Danube'],,,,,,,"[""Tramway d'Île-de-France|Tramway""]","[""Autobus d'Île-de-France|Bus""]",,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:451729'],https://fr.wikipedia.org/w/index.php?title=Pr%C3%A9-Saint-Gervais_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Place Monge (métro de Paris),,,,,,,1205.0,,['Bus RATP/correspondances avec intitulé|47'],['Noctilien/correspondances avec intitulé|N15|N22'],,,,RATP,,Paris/5e arrondissement de Paris,Metro de Paris - Ligne 7 - Place Monge 01.jpg,48.84359,['Métro de Paris/correspondance|7'],,['Métro de Paris/correspondance|7'],,,,,2.352279,,Quais de la station en direction du sud.,"['Métro de Paris/correspondance|10', 'Métro de Paris/correspondance|7', 'Date|15|février|1930|dans les chemins de fer']",Place Monge<br /><small>''Jardin des Plantes – Arènes de Lutèce''</small>,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['5e'],['Jussieu (métro de Paris)|Jussieu'],,,,,['Censier - Daubenton (métro de Paris)|Censier - Daubenton'],,,,,,,Bus RATP,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:3057167'],https://fr.wikipedia.org/w/index.php?title=Place_Monge_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,1.0
Plaisance (métro de Paris),,,,,,,403.0,,['Bus RATP/correspondances avec intitulé|59|62'],['Noctilien/correspondances avec intitulé|N63'],,,,['Régie autonome des transports parisiens|RATP'],,Paris/14e arrondissement de Paris,Sortie 2 du metro Plaisance.JPG,48.83155306495407,['Métro de Paris/correspondance|13'],,['Métro de Paris/correspondance|13'],,,,,2.31374055147171,,Une des sorties rue d'Alésia (sortie 2).,"['21 janvier dans les chemins de fer|21 janvier', '1937 dans les chemins de fer|1937']",Plaisance,,['France'],,['Régie autonome des transports parisiens|RATP'],2.0,['14e'],['Pernety (métro de Paris)|Pernety'],,,,,['Porte de Vanves (métro de Paris)|Porte de Vanves'],,,,,,,Bus,Noctilien,,,,['Arrondissements de Paris|Arrondissement'],,['formatnum:4794268'],https://fr.wikipedia.org/w/index.php?title=Plaisance_(m%C3%A9tro_de_Paris)&action=raw,['Paris'],2.0,
