Station,code,construction,fermeture,latitude,ligne,ligne 1,mise en service 1,ligne 2,mise en service 2,ligne 3,mise en service 3,ligne 4,mise en service 4,ligne 5,mise en service 5,longitude,url,nom inaugural,station précédente 1,station suivante 1,station précédente 2,station suivante 2,station précédente 3,station suivante 3,station précédente 4,station suivante 4,station précédente 5,station suivante 5
Aristide Briand,non,,,48.86976793,9,9,,,,,,,,,,2.449682951,https://fr.wikipedia.org/w/index.php?title=Aristide_Briand_(m%C3%A9tro_de_Paris)&action=raw,,Mairie de Montreuil (métro de Paris)|Mairie de Montreuil,Montreuil - Hôpital (métro de Paris)|Montreuil - Hôpital,,,,,,,,
Port de Gennevilliers,,,,48.93796038,13,13,,,,,,,,,,2.278279066,https://fr.wikipedia.org/w/index.php?title=Port_de_Gennevilliers_(m%C3%A9tro_de_Paris)&action=raw,,,,,,,,,,,
Saint-Denis Pleyel,GA33 / 33SDP,,,48.9175972,"14, 15, 16, 17",14,,,,,,17,,,,2.34667222,https://fr.wikipedia.org/w/index.php?title=Saint-Denis_Pleyel_(m%C3%A9tro_de_Paris)&action=raw,,Mairie de Saint-Ouen (métro de Paris)|Mairie de Saint-Ouen,''Terminus''',Gare des Grésillons|Les Grésillons,Gare de La Plaine - Stade de France|Stade de France,''Terminus''',La Courneuve - Six Routes (métro de Paris)|La Courneuve — Six Routes,Gare des Grésillons|Les Grésillons,La Courneuve - Six Routes (métro de Paris)|La Courneuve — Six Routes,,
Noisy - Champs,GA08 / 08NCH,,,48.8429,"11, 15, 16",11,,,,,,,,,,2.58,https://fr.wikipedia.org/w/index.php?title=Noisy_-_Champs_(m%C3%A9tro_de_Paris)&action=raw,,,,Neuilly-Hôpitaux,Terminus,Bry-Villiers-Champigny (métro de Paris)|Bry-Villiers-Champigny,Terminus,Chelles (métro de Paris)|Chelles,Terminus,,
Villejuif - Institut Gustave-Roussy,GA17 / 17IGR,,,48.79329,"14, 15",14,,,,,,,,,,2.34926,https://fr.wikipedia.org/w/index.php?title=Villejuif_-_Institut_Gustave-Roussy_(m%C3%A9tro_de_Paris)&action=raw,,Kremlin-Bicêtre Hôpital (métro de Paris)|Kremlin-Bicêtre Hôpital,Chevilly Trois communes (métro de Paris)|Chevilly Trois communes,Arcueil - Cachan (métro de Paris)|Arcueil - Cachan,Villejuif - Louis Aragon (métro de Paris)|Villejuif - Louis Aragon,,,,,,
Aéroport d'Orly,GA46 / 46ORY,,,48.72551,"14, 18",14,,,,,,,,,,2.359443,https://fr.wikipedia.org/w/index.php?title=A%C3%A9roport_d%27Orly_(m%C3%A9tro_de_Paris)&action=raw,,Pont de Rungis (métro de Paris)|Pont de Rungis,''Terminus''',Antonypôle,''Terminus''',,,,,,
Le Bourget RER,GA01 / 01LBG,,,48.9283,"16, 17",16,,,,,,,,,,2.3876,https://fr.wikipedia.org/w/index.php?title=Le_Bourget_RER_(m%C3%A9tro_de_Paris)&action=raw,,La Courneuve - Six Routes (métro de Paris)|La Courneuve - Six Routes,Le Blanc-Mesnil (métro de Paris)|Le Blanc-Mesnil,La Courneuve - Six Routes (métro de Paris)|La Courneuve - Six Routes,Le Bourget - Aéroport (métro de Paris)|Le Bourget - Aéroport,,,,,,
Kremlin-Bicêtre Hôpital,GA42 / 42KBH,,,48.8098167,14,14,,,,,,,,,,2.34978333,https://fr.wikipedia.org/w/index.php?title=Kremlin-Bic%C3%AAtre_H%C3%B4pital_(m%C3%A9tro_de_Paris)&action=raw,,Maison Blanche (métro de Paris)|Maison Blanche -  Paris XIIIe,Villejuif - Institut Gustave-Roussy (métro de Paris)|Villejuif - Institut Gustave-Roussy,,,,,,,,
Chevilly - Trois Communes,GA43 / 43C3C,,,48.7752778,14,14,,,,,,,,,,2.35408333,https://fr.wikipedia.org/w/index.php?title=Chevilly_-_Trois_Communes_(m%C3%A9tro_de_Paris)&action=raw,,Villejuif - Institut Gustave-Roussy (métro de Paris)|Villejuif - Institut Gustave-Roussy,Porte de Thiais - Marché International (métro de Paris)|Porte de Thiais - Marché International,,,,,,,,
Porte de Thiais - Marché International,GA44 / 44PDT,,,48.759666,14,14,,,,,,,,,,2.366383,https://fr.wikipedia.org/w/index.php?title=Porte_de_Thiais_-_March%C3%A9_International_(m%C3%A9tro_de_Paris)&action=raw,,Chevilly Trois communes (métro de Paris)|Chevilly Trois communes,Pont de Rungis (métro de Paris)|Pont de Rungis,,,,,,,,
Pont de Rungis,GA45 / 45PDR,,,48.7473667,14,14,,,,,,,,,,2.37293056,https://fr.wikipedia.org/w/index.php?title=Pont_de_Rungis_(m%C3%A9tro_de_Paris)&action=raw,,Porte de Thiais - Marché International (métro de Paris)|Porte de Thiais - Marché International,Aéroport d'Orly (métro de Paris)|Aéroport d'Orly,,,,,,,,
Bry-Villiers-Champigny,GA09 / 09BVC,,,48.82397,15,15,,,,,,,,,,2.52621,https://fr.wikipedia.org/w/index.php?title=Bry-Villiers-Champigny_(m%C3%A9tro_de_Paris)&action=raw,,Champigny Centre (métro de Paris)|Champigny Centre,Noisy - Champs (métro de Paris)|Noisy - Champs,,,,,,,,
Champigny Centre,GA10 / 10CHC,,,48.816114,15,15,,,,,,,,,,2.502161,https://fr.wikipedia.org/w/index.php?title=Champigny_Centre_(m%C3%A9tro_de_Paris)&action=raw,,,,"Saint-Maur - Créteil (métro de Paris)|Saint-Maur - Créteil', 'Gare de Nogent - Le Perreux|Nogent - Le Perreux",Bry-Villiers-Champigny (métro de Paris)|Bry-Villiers-Champigny,,,,,,
Saint-Maur - Créteil,GA11 / 11SMC,,,48.8068972,15,15,,,,,,,,,,2.47277222,https://fr.wikipedia.org/w/index.php?title=Saint-Maur_-_Cr%C3%A9teil_(m%C3%A9tro_de_Paris)&action=raw,,,,Créteil - L'Échat (métro de Paris)|Créteil - L'Échat,Champigny Centre (métro de Paris)|Champigny Centre,,,,,,
Le Vert de Maisons,GA13 / 13VDM,,,48.7894306,15,15,,,,,,,,,,2.43250833,https://fr.wikipedia.org/w/index.php?title=Le_Vert_de_Maisons_(m%C3%A9tro_de_Paris)&action=raw,,Les Ardoines (métro de Paris)|Les Ardoines,Créteil - L'Échat (métro de Paris)|Créteil - L'Échat,,,,,,,,
Les Ardoines,GA14 / 14ARD,,,48.7824306,"10, 15",15,,,,,,,,,,2.40850556,https://fr.wikipedia.org/w/index.php?title=Les_Ardoines_(m%C3%A9tro_de_Paris)&action=raw,,Vitry Centre (métro de Paris)|Vitry Centre,Le Vert de Maisons (métro de Paris)|Le Vert de Maisons,,,,,,,,
Vitry Centre,GA15 / 15VIC,,,48.7899222,15,15,,,,,,,,,,2.38721944,https://fr.wikipedia.org/w/index.php?title=Vitry_Centre_(m%C3%A9tro_de_Paris)&action=raw,,Villejuif - Louis Aragon (métro de Paris)|Villejuif - Louis Aragon,Les Ardoines (métro de Paris)|Les Ardoines,,,,,,,,
Arcueil - Cachan,GA18 / 18ARC,,,48.79748,15,15,,,,,,,,,,2.32823,https://fr.wikipedia.org/w/index.php?title=Arcueil_-_Cachan_(m%C3%A9tro_de_Paris)&action=raw,,Bagneux - Lucie Aubrac (métro de Paris)|Bagneux - Lucie Aubrac,Villejuif - Institut Gustave-Roussy (métro de Paris)|Villejuif - Institut Gustave-Roussy,,,,,,,,
Fort d'Issy - Vanves - Clamart,GA21 / 21FVC,,,48.814125,15,15,,,,,,,,,,2.2734,https://fr.wikipedia.org/w/index.php?title=Fort_d%27Issy_-_Vanves_-_Clamart_(m%C3%A9tro_de_Paris)&action=raw,,Issy RER (métro de Paris)|Issy RER,Châtillon - Montrouge (métro de Paris)|Châtillon - Montrouge,,,,,,,,
Issy RER,GA22 / 22ISS,,,48.821069,"12, 15",15,,,,,,,,,,2.259944,https://fr.wikipedia.org/w/index.php?title=Issy_RER_(m%C3%A9tro_de_Paris)&action=raw,,Pont de Sèvres (métro de Paris)|Pont de Sèvres,Fort d'Issy - Vanves - Clamart (métro de Paris)|Fort d'Issy - Vanves - Clamart,,,,,,,,
Chelles,GA07 / 07CHL,,,48.8743167,16,16,,,,,,,,,,2.58580833,https://fr.wikipedia.org/w/index.php?title=Chelles_(m%C3%A9tro_de_Paris)&action=raw,,Clichy - Montfermeil (métro de Paris)|Clichy - Montfermeil,Noisy - Champs (métro de Paris)|Noisy - Champs,,,,,,,,
Clichy - Montfermeil,GA06 / 06CMF,,,48.904425,16,16,,,,,,,,,,2.55656667,https://fr.wikipedia.org/w/index.php?title=Clichy_-_Montfermeil_(m%C3%A9tro_de_Paris)&action=raw,,Sevran - Livry (métro de Paris)|Sevran - Livry,Chelles (métro de Paris)|Chelles,,,,,,,,
Sevran - Livry,GA05 / 05SEL,,,48.93583611,16,16,,,,,,,,,,2.53474722,https://fr.wikipedia.org/w/index.php?title=Sevran_-_Livry_(m%C3%A9tro_de_Paris)&action=raw,,Sevran - Beaudottes (métro de Paris)|Sevran - Beaudottes,Clichy - Montfermeil (métro de Paris)|Clichy - Montfermeil,,,,,,,,
Sevran - Beaudottes,GA04 / 04SEB,,,48.9470361,16,16,,,,,,,,,,2.52534444,https://fr.wikipedia.org/w/index.php?title=Sevran_-_Beaudottes_(m%C3%A9tro_de_Paris)&action=raw,,Aulnay (métro de Paris)|Aulnay,Sevran - Livry (métro de Paris)|Sevran - Livry,,,,,,,,
Aulnay,GA03 / 03ALN,,,48.9518167,16,16,,,,,,,,,,2.48821944,https://fr.wikipedia.org/w/index.php?title=Aulnay_(m%C3%A9tro_de_Paris)&action=raw,,Le Blanc-Mesnil (métro de Paris)|Le Blanc-Mesnil,Sevran - Beaudottes (métro de Paris)|Sevran - Beaudottes,,,,,,,,
Le Blanc-Mesnil,GA02 / 02LBM,,,48.94552,16,16,,,,,,,,,,2.462688,https://fr.wikipedia.org/w/index.php?title=Le_Blanc-Mesnil_(m%C3%A9tro_de_Paris)&action=raw,,Le Bourget RER (métro de Paris)|Le Bourget RER,Aulnay (métro de Paris)|Aulnay,,,,,,,,
